original_value,cleaned_value,status,justification,similarity_score,source_column
HANGOOKSARAM/CANADASARAM SENIOR'S ASSOCIATION IN GTA,Hangooksaram/Canadasaram Senior's Association in GTA,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HANLEY, Gillian E","Hanley, Gillian E",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HANLY, John G","Hanly, John G",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HANRAHAN, John W","Hanrahan, John W",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HANSCOME FARMS LTD,Hanscome Farms Ltd.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HAPPY LIFE NEW IMMIGRANTS CENTRE,Happy Life New Immigrants Centre,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HARMONY BAZAAR: FESTIVAL OF WOMEN & SONG SOCIETY,HARMONY BAZAAR:  FESTIVAL OF WOMEN & SONG SOCIETY,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HARNDEN, ERIC","Harnden, Eric",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HAROON, Nigil","Haroon, Nigil",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HARRINGTON, Lea A","Harrington, Lea A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HARRIS, ROWAN FRANCES CHOW","Harris, Rowan Frances Chow",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HARRIS, Stewart B","Harris, Stewart B",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HARRISON PARK SENIORS CENTRE,Harrison Park Seniors Centre,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HART, Trevor A","Hart, Trevor A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HARTVIKSON, WINONA JANE","Hartvikson, Winona Jane",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HARVEY, Edward J","Harvey, Edward J",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HASAL, THOMAS","Hasal, Thomas",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HATALA, Andrew R","Hatala, Andrew R",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HATCHER, Simon","Hatcher, Simon",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HATCHET LAKE DENESULINE FIRST NATION,Hatchet Lake Denesuline First Nation,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HATZOPOULOU, Marianne","Hatzopoulou, Marianne",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HAWKEN, Steven","Hawken, Steven",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HAWKINS, Cynthia E","Hawkins, Cynthia E",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HAYASHI, Kanna","Hayashi, Kanna",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HAYDEN, Jill A","Hayden, Jill A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HAYWARD, ALEXANDRE ANDREW","Hayward, Alexandre Andrew",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HAYWARD, Catherine P","Hayward, Catherine P",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HAZLEWOOD, Glen S","Hazlewood, Glen S",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HEALTHY MUSLIM FAMILIES INC.,Healthy Muslim Families Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HEART'S CONTENT MIZZEN HERITAGE SOCIETY INC.(THE),HEART'S CONTENT MIZZEN HERITAGE SOCIETY INC. (THE),accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HEBERT, Marie-Josée","Hebert, Marie-Josée",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HEC MONTRÉAL,HEC Montréal,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HECHTMAN, Lilian","Hechtman, Lilian",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HEFFERNAN, ANDREW","Heffernan, Andrew",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HEILTSUK TRIBAL COUNCIL,Heiltsuk Tribal Council,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HELLSTROM, JENNA ANNE","Hellstrom, Jenna Anne",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HEMMELGARN, Brenda R","Hemmelgarn, Brenda R",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HENDERSHOT, Christian S","Hendershot, Christian S",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HENDERSON, Melanie","Henderson, Melanie",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HENDZEL, Michael J","Hendzel, Michael J",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HENRY, Melissa","Henry, Melissa",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HERBA, Catherine M","Herba, Catherine M",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HERBERT, BAILEY","Herbert, Bailey",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HERDER, Matthew","Herder, Matthew",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HERITAGE ESSEX INC.,HERITAGE ESSEX INC,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HERITAGE FESTIVAL OF SASKATOON INC.,HERITAGE FESTIVAL OF SASKATOON INC,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HERRON, Rachel V","Herron, Rachel V",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HERZOG, Walter","Herzog, Walter",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HESS, ETHAN DOUGLAS","Hess, Ethan Douglas",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HESSENLAND RECREATION CENTRE INC.,Hessenland Recreation Centre Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HIETER, Philip A","Hieter, Philip A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HIGH BAR FIRST NATION,High Bar First Nation,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HILL, Matthew N","Hill, Matthew N",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HILL, Michael D","Hill, Michael D",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HILL, SAMANTHA ELIZABETH HOLLIDAY","Hill, Samantha Elizabeth Holliday",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HIMALAYA SENIORS OF QUEBEC,HIMALAYA SENIORS OF QUÉBEC,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HIRAKI, Linda T","Hiraki, Linda T",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HIRASAWA, Kensuke","Hirasawa, Kensuke",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HIRASAWA, Michiru","Hirasawa, Michiru",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HIROTA, Jeremy A","Hirota, Jeremy A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HIROTA, Simon A","Hirota, Simon A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HO, Juliet","Ho, Juliet",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HO, Vikki","Ho, Vikki",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HODGSON, MAKENA GEORGINA EVA","Hodgson, Makena Georgina Eva",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HOFFMAN, Lisa Marie","Hoffman, Lisa Marie",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HOFFMAN, Steven J","Hoffman, Steven J",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HOHL, Corinne M","Hohl, Corinne M",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HOLDEN, Rachel M","Holden, Rachel M",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HOLLENBERG, Morley D","Hollenberg, Morley D",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HOLLOW WATER FIRST NATION,Hollow Water First Nation,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HOLLOWAY, Alison C","Holloway, Alison C",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HOLMES, Dave","Holmes, Dave",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HOLMGREN, GUNNAR","Holmgren, Gunnar",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HOLOS Foods inc.|HOLOS Foods inc.,HOLOS Foods inc. |HOLOS Foods inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HOLSTI, Liisa","Holsti, Liisa",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HOLY NAME CHURCH,Holy Name Church,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HOLY SPIRIT PARISH SASKATOON,Holy Spirit Parish Saskatoon,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HOME OF THE MULTICULTURAL SENIORS (THE) - LA MAISON DES AÎNÉS MULTICULTURELS,HOME OF THE MULTICULTURAL SENIORS (THE) / LA MAISON DES AÎNÉS MULTICULTURELS,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HOODLESS, Pamela A","Hoodless, Pamela A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HOOKER, BENJAMIN MICHAEL","Hooker, Benjamin Michael",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HOPE BLOOMS YOUTH SOCIAL ENTREPRENEURIAL VENTURES INC,Hope Blooms Youth Social Entrepreneurial Ventures Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HOPE BLOOMS YOUTH SOCIAL ENTREPRENEURIAL VENTURES INC.,Hope Blooms Youth Social Entrepreneurial Ventures Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HOPE COMMUNITY SERVICES,Hope Community Services,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HOPE OF HEAVEN CHURCH,Hope Of Heaven church,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HOPE, Kristin","Hope, Kristin",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HOPPERTON, Kathryn E","Hopperton, Kathryn E",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HORSE PUBLICATIONS GROUP INC. - HORSE CANADA.COM,HORSE PUBLICATIONS GROUP INC. - HORSE-CANADA.COM,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HOSKING, ELIZABETH ANNE","Hosking, Elizabeth Anne",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HOSKING, Jeremy","Hosking, Jeremy",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HOSPITALFOR SICK CHILDREN, The","Hospitalfor Sick Children, The",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HOURY, Walid A","Houry, Walid A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HRYBOUSKI, Stanislau","Hrybouski, Stanislau",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HU, Jim","Hu, Jim",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HUANG, OWEN","Huang, Owen",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HUDON, Catherine","Hudon, Catherine",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HUGHES, Sarah C","Hughes, Sarah C",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HUI, Chi-Chung","Hui, Chi-Chung",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HULL, Mark W","Hull, Mark W",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HUMANITY FIRST,Humanity First,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HUMPHRIES, Karin H","Humphries, Karin H",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HUNG, Lillian M","Hung, Lillian M",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HUNT, Michael A","Hunt, Michael A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HURLEY, Jeremiah E","Hurley, Jeremiah E",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HUSSEY, PATRICK","Hussey, Patrick",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HUTCHISON, R Matthew","Hutchison, R Matthew",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HUTTON, Brian E","Hutton, Brian E",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HUTTON, Eileen K","Hutton, Eileen K",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HWANG, Peter","Hwang, Peter",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HYKE Technologies Inc.|HYKE Technologies Inc.,Hyke Technologies Inc.|Hyke Technologies Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HYLIFE LTD,HyLife Ltd.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HYNYNEN, Kullervo H","Hynynen, Kullervo H",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Haas, Kurt","HAAS, Kurt",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Haché, Bruno","HACHÉ, BRUNO",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hackett, Tillie-Louise","HACKETT, Tillie-Louise",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Halajian, Matthew Thomas","HALAJIAN, MATTHEW THOMAS",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Halifax Brewery Farmers' MArket Co-Op Ltd.,HALIFAX BREWERY FARMERS' MARKET CO-OP LTD.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Hall's Harbour Community Development Association|Hall's Harbour Community Development Association,Hall’s Harbour Community Development Association|Hall’s Harbour Community Development Association,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Halladay, Curtis","HALLADAY, CURTIS",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hamblin, Ruth Elizabeth","HAMBLIN, RUTH ELIZABETH",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hamelin, Charles","HAMELIN, CHARLES",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hamelin, François","HAMELIN, FRANÇOIS",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hamilton, Malyk Juwan","HAMILTON, MALYK JUWAN",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Hamlet of Baker Lake,HAMLET OF BAKER LAKE,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Hamlet of Pangnirtung,HAMLET OF PANGNIRTUNG,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hammond, Lucas Jack","HAMMOND, LUCAS JACK",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hampson, David R","HAMPSON, David R",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hancock, Robert Ernest W","HANCOCK, Robert Ernest W",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hannah, Jade S.","HANNAH, JADE S.",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hannah, Rachel","HANNAH, RACHEL",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Hans Dairy Inc,Hans Dairy Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hansen, Carl L","HANSEN, Carl L",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hansen, Keltie Diane","HANSEN, KELTIE DIANE",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hanson, Taya","HANSON, TAYA",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hanus, Danielle","HANUS, DANIELLE",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Harder, Kenneth W","HARDER, Kenneth W",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hardy, Taylor","HARDY, TAYLOR",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hare, Nicole Bailey","HARE, NICOLE BAILEY",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Haricot Farms Limited.,Haricot Farms Limited,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Harle, Teal","HARLE, TEAL",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Harris-Gauthier, Namasthée","HARRIS-GAUTHIER, NAMASTHÉE",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Harrison, Joe J","HARRISON, Joe J",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Harrower, Rebecca Anne","HARROWER, REBECCA ANNE",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Hartland,HARTLAND,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hartling, Lisa A","HARTLING, Lisa A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Harvey Hollingshead, Alma Hollingshead","Harvey Hollingshead,Alma Hollingshead",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Harvey, Alex","HARVEY, ALEX",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Harvey, Mary-Sophie","HARVEY, MARY-SOPHIE",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hassall, Griffin Thomas Russell","HASSALL, GRIFFIN THOMAS RUSSELL",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hassell, John A","HASSELL, John A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hattie, Bryden","HATTIE, BRYDEN",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Haughn, Hannah Lynn","HAUGHN, HANNAH LYNN",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hawkes, Michael T","HAWKES, Michael T",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hawtin, Melanie","HAWTIN, MELANIE",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hayden, Michael R","HAYDEN, Michael R",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hayglass, Kent T","HAYGLASS, Kent T",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hayward, Benjamen Gordon Reed","HAYWARD, BENJAMEN GORDON REED",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hayward, Victoria","HAYWARD, VICTORIA",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Headlands Garden Plants Ltd.,Headlands Garden Plants Ltd,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Healey, Jeff S","HEALEY, Jeff S",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Heartwood Farm & Cidery Inc,Heartwood Farm & Cidery Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hebert, Benjamin  Owen","HEBERT, BENJAMIN  OWEN",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hedges, Robert Ivan","HEDGES, ROBERT IVAN",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hedlin, Eric William","HEDLIN, ERIC WILLIAM",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Heffernan, Karly Lynn","HEFFERNAN, KARLY LYNN",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hekimi, Siegfried","HEKIMI, Siegfried",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Henderson, Hanna Lynne","HENDERSON, HANNA LYNNE",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hennig, Danielle  Elizabeth","HENNIG, DANIELLE  ELIZABETH",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Henrich, Taylor Jannell","HENRICH, TAYLOR JANNELL",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Henry of Pelham Inc,Henry of Pelham Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Henry, Tyrone","HENRY, TYRONE",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hepburn, John W","HEPBURN, John W",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Herbaland Naturals Inc,Herbaland Naturals Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Herboristerie la Clef des champs inc.|Herboristerie la Clef des champs inc.,Herboristerie la Clef des Champs inc.|Herboristerie la Clef des Champs inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Heritage Hills Farms Inc,Heritage Hills Farms Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Heslip, Brady Thomas","HESLIP, BRADY THOMAS",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hess, Robert F","HESS, Robert F",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Heyland, Daren K","HEYLAND, Daren K",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hickey, Liam Michael","HICKEY, LIAM MICHAEL",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Hidden Bench Vineyards & Winery Inc,Hidden Bench Vineyards & Winery Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Higgins, Colin","HIGGINS, COLIN",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hildreth, Richard","HILDRETH, RICHARD",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hill, Kevin Dean","HILL, KEVIN DEAN",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hill, Robert Graham","HILL, ROBERT GRAHAM",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Hillside Cellars Winery Ltd.,HILLSIDE CELLARS WINERY LTD.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hinchey, Austin","HINCHEY, AUSTIN",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
